2018,5,23,13,0,52.02,0.14598,NaN
2018,5,23,13,0,52.438,0.56384,46.8
2018,5,23,13,0,52.85,0.97547,46.8
2018,5,23,13,0,53.264,1.3892,46.8
2018,5,23,13,0,53.683,1.8081,46.8
2018,5,23,13,0,54.097,2.2215,46.8
2018,5,23,13,0,54.513,2.638,46.8
2018,5,23,13,0,54.928,3.0532,46.7
2018,5,23,13,0,55.345,3.47,46.7
2018,5,23,13,0,55.759,3.8836,46.7
2018,5,23,13,0,56.177,4.3022,46.7
2018,5,23,13,0,56.59,4.7152,46.7
2018,5,23,13,0,57.007,5.1322,46.7
2018,5,23,13,0,57.421,5.5462,46.7
2018,5,23,13,0,57.835,5.96,46.7
2018,5,23,13,0,58.254,6.3786,46.7
2018,5,23,13,0,58.668,6.7928,46.7
2018,5,23,13,0,59.084,7.2091,46.7
2018,5,23,13,0,59.498,7.6226,46.7
2018,5,23,13,0,59.917,8.0416,46.7
2018,5,23,13,1,0.329,8.4539,46.7
2018,5,23,13,1,0.743,8.8679,46.7
2018,5,23,13,1,1.16,9.2852,46.6
2018,5,23,13,1,1.576,9.7008,46.6
2018,5,23,13,1,1.993,10.118,46.6
2018,5,23,13,1,2.407,10.532,46.6
2018,5,23,13,1,2.824,10.949,46.6
2018,5,23,13,1,3.239,11.364,46.6
2018,5,23,13,1,3.655,11.78,46.6
2018,5,23,13,1,4.07,12.195,46.6
2018,5,23,13,1,4.488,12.613,46.6
2018,5,23,13,1,4.9,13.025,46.6
2018,5,23,13,1,5.315,13.44,46.6
2018,5,23,13,1,5.732,13.857,46.6
2018,5,23,13,1,6.146,14.271,46.6
2018,5,23,13,1,6.563,14.688,46.6
2018,5,23,13,1,6.978,15.103,46.6
2018,5,23,13,1,7.396,15.521,46.6
2018,5,23,13,1,7.812,15.937,46.6
2018,5,23,13,1,8.227,16.352,46.5
2018,5,23,13,1,8.641,16.766,46.5
2018,5,23,13,1,9.058,17.183,46.5
2018,5,23,13,1,9.471,17.596,46.5
2018,5,23,13,1,9.887,18.012,46.5
2018,5,23,13,1,10.302,18.427,46.5
2018,5,23,13,1,10.716,18.841,46.5
2018,5,23,13,1,11.136,19.261,46.5
2018,5,23,13,1,11.549,19.674,46.5
2018,5,23,13,1,11.967,20.092,46.5
2018,5,23,13,1,12.379,20.504,46.5
2018,5,23,13,1,12.797,20.922,46.5
2018,5,23,13,1,13.211,21.336,46.5
2018,5,23,13,1,13.629,21.754,46.5
2018,5,23,13,1,14.044,22.169,46.5
2018,5,23,13,1,14.457,22.582,46.5
2018,5,23,13,1,14.874,22.999,46.5
2018,5,23,13,1,15.287,23.412,46.5
2018,5,23,13,1,15.707,23.832,46.5
2018,5,23,13,1,16.119,24.244,46.5
2018,5,23,13,1,16.537,24.662,46.4
2018,5,23,13,1,16.951,25.076,46.4
2018,5,23,13,1,17.368,25.493,46.4
2018,5,23,13,1,17.781,25.906,46.4
2018,5,23,13,1,18.196,26.321,46.4
2018,5,23,13,1,18.614,26.739,46.4
2018,5,23,13,1,19.027,27.152,46.4
2018,5,23,13,1,19.445,27.57,46.4
2018,5,23,13,1,19.858,27.983,46.4
2018,5,23,13,1,20.276,28.401,46.4
2018,5,23,13,1,20.689,28.814,46.4
2018,5,23,13,1,21.108,29.233,46.4
2018,5,23,13,1,21.522,29.647,46.4
2018,5,23,13,1,21.94,30.065,46.4
2018,5,23,13,1,22.353,30.478,46.4
2018,5,23,13,1,22.766,30.891,46.4
2018,5,23,13,1,23.185,31.31,46.4
2018,5,23,13,1,23.599,31.724,46.4
2018,5,23,13,1,24.017,32.142,46.4
2018,5,23,13,1,24.431,32.556,46.4
2018,5,23,13,1,24.847,32.972,46.4
2018,5,23,13,1,25.262,33.387,46.4
2018,5,23,13,1,25.679,33.804,46.4
2018,5,23,13,1,26.093,34.218,46.4
2018,5,23,13,1,26.51,34.635,46.4
2018,5,23,13,1,26.925,35.05,46.4
2018,5,23,13,1,27.341,35.466,46.4
2018,5,23,13,1,27.755,35.88,46.4
2018,5,23,13,1,28.171,36.296,46.3
2018,5,23,13,1,28.586,36.711,46.3
2018,5,23,13,1,29,37.125,46.4
2018,5,23,13,1,29.419,37.544,46.3
2018,5,23,13,1,29.831,37.956,46.3
2018,5,23,13,1,30.251,38.375,46.3
2018,5,23,13,1,30.663,38.788,46.3
2018,5,23,13,1,31.082,39.207,46.3
2018,5,23,13,1,31.496,39.621,46.3
2018,5,23,13,1,31.909,40.034,46.3
2018,5,23,13,1,32.327,40.452,46.3
2018,5,23,13,1,32.74,40.865,46.3
2018,5,23,13,1,33.159,41.284,46.3
2018,5,23,13,1,33.571,41.696,46.3
2018,5,23,13,1,33.989,42.114,46.3
2018,5,23,13,1,34.403,42.527,46.3
2018,5,23,13,1,34.833,42.958,46.3
2018,5,23,13,1,35.234,43.359,46.3
2018,5,23,13,1,35.653,43.778,46.3
